日期,参数值,消息数量,占比
2023-05-08,LP4-D6B33E,3,0.08%
2023-05-08,LP4-D6B40E,1,0.03%
2023-05-09,LaserPecker-IV2377F3,11,0.3%
2023-05-09,LP4-D6B33E,9,0.24%
2023-05-09,LX1-D6AE77,5,0.14%
2023-05-09,LaserPecker-II108FCA,4,0.11%
2023-05-09,LaserPecker-IV001961,4,0.11%
2023-05-09,LaserPecker-III10EC23,3,0.08%
2023-05-09,LP4-D6B40E,1,0.03%
2023-05-10,LaserPecker-IV001961,10,0.27%
2023-05-10,LaserPecker-II10AAAE,7,0.19%
2023-05-10,LaserPecker-IV2377F3,5,0.14%
2023-05-10,LaserPecker-IV237834,5,0.14%
2023-05-10,LP4-D6B33E,3,0.08%
2023-05-10,LaserPecker-III10EC23,3,0.08%
2023-05-10,LaserPecker-IV23780A,3,0.08%
2023-05-10,LP4-D6B503,2,0.05%
2023-05-10,LaserPecker-II10598E,2,0.05%
2023-05-10,LP4-D6B465,1,0.03%
2023-05-10,LP4-D6B40E,1,0.03%
2023-05-10,LX1-D6AE16,1,0.03%
2023-05-10,LaserPecker-III10EC0A,1,0.03%
2023-05-10,LaserPecker-IV23780F,1,0.03%
2023-05-10,LaserPecker-IV23781E,1,0.03%
2023-05-11,LP4-D6B33E,29,0.79%
2023-05-11,LaserPecker-CI237895,4,0.11%
2023-05-11,LaserPecker-IV2377F3,4,0.11%
2023-05-11,LP4-D6B503,3,0.08%
2023-05-11,LaserPecker-IV237829,3,0.08%
2023-05-11,LaserPecker-IV001961,2,0.05%
2023-05-11,LaserPecker-IV23780A,2,0.05%
2023-05-11,LaserPecker-II104807,1,0.03%
2023-05-11,LaserPecker-IV23781E,1,0.03%
2023-05-11,LaserPecker-IV23782C,1,0.03%
2023-05-12,LaserPecker-II10E9F7,11,0.3%
2023-05-12,LaserPecker-II10CC50,7,0.19%
2023-05-12,LaserPecker-III110F8E,5,0.14%
2023-05-12,LP4-D6B35A,4,0.11%
2023-05-12,LP4-D6B33E,4,0.11%
2023-05-12,LaserPecker-II104807,4,0.11%
2023-05-12,LaserPecker-IV23781E,4,0.11%
2023-05-12,LP4-D6B452,2,0.05%
2023-05-12,LaserPecker-IV001961,2,0.05%
2023-05-12,LaserPecker-II104353,1,0.03%
2023-05-12,LaserPecker-III111D62,1,0.03%
2023-05-12,LaserPecker-IV2377F3,1,0.03%
2023-05-12,LaserPecker-IV23780F,1,0.03%
2023-05-13,LaserPecker-II10A1D9,9,0.24%
2023-05-13,LaserPecker-IV2377A9,9,0.24%
2023-05-13,LP4-D6B503,6,0.16%
2023-05-13,LP4-D6B36E,5,0.14%
2023-05-13,LX1-D6AE54,5,0.14%
2023-05-13,LX1-D6AE76,5,0.14%
2023-05-13,LaserPecker-IV2377F3,5,0.14%
2023-05-13,LaserPecker-IV23781E,4,0.11%
2023-05-13,LX1-D6ADFD,3,0.08%
2023-05-13,LaserPecker-II10F6AD,3,0.08%
2023-05-13,LaserPecker-IV2377A0,3,0.08%
2023-05-13,LP4-D6B443,2,0.05%
2023-05-13,LX1-D6AE05,2,0.05%
2023-05-13,LaserPecker-II10F4B9,2,0.05%
2023-05-13,LaserPecker-IV001961,2,0.05%
2023-05-13,LaserPecker-IV23781D,2,0.05%
2023-05-13,LaserPecker-IV23782F,2,0.05%
2023-05-13,LaserPecker-IV237834,2,0.05%
2023-05-13,LP4-D6B35A,1,0.03%
2023-05-13,LP4-D6B33E,1,0.03%
2023-05-13,LP4-D6B493,1,0.03%
2023-05-13,LP4-D6B40E,1,0.03%
2023-05-13,LX1-D539CF,1,0.03%
2023-05-13,LX1-D6ADEA,1,0.03%
2023-05-13,LaserPecker-II10A8AB,1,0.03%
2023-05-13,LaserPecker-II10B50C,1,0.03%
2023-05-13,LaserPecker-II10B322,1,0.03%
2023-05-13,LaserPecker-II10C8C1,1,0.03%
2023-05-13,LaserPecker-II10F639,1,0.03%
2023-05-13,LaserPecker-II10F248,1,0.03%
2023-05-13,LaserPecker-III1112BD,1,0.03%
2023-05-13,LaserPecker-III1121F7,1,0.03%
2023-05-13,LaserPecker-IV23781F,1,0.03%
2023-05-13,LaserPecker-LX1D6ADF5,1,0.03%
2023-05-14,LP4-D6B522,10,0.27%
2023-05-14,LP4-D6B3E9,9,0.24%
2023-05-14,LaserPecker-II10E926,8,0.22%
2023-05-14,LaserPecker-III1121F7,8,0.22%
2023-05-14,LP4-D6B36D,7,0.19%
2023-05-14,LaserPecker-II10E8FD,7,0.19%
2023-05-14,LaserPecker-II10F4B9,5,0.14%
2023-05-14,LaserPecker-III110F58,5,0.14%
2023-05-14,LaserPecker-III111084,5,0.14%
2023-05-14,LaserPecker-II10A8AB,4,0.11%
2023-05-14,LaserPecker-II10C8C1,4,0.11%
2023-05-14,LaserPecker-II10EA5D,4,0.11%
2023-05-14,LaserPecker-IV2377F3,4,0.11%
2023-05-14,LP4-D6B4B3,3,0.08%
2023-05-14,LaserPecker-II10C991,3,0.08%
2023-05-14,LaserPecker-II10F18E,3,0.08%
2023-05-14,LP4-D6B36E,2,0.05%
2023-05-14,LP4-D6B3EA,2,0.05%
2023-05-14,LP4-D6B4A2,2,0.05%
2023-05-14,LaserPecker-I10D152,2,0.05%
2023-05-14,LaserPecker-I11089D,2,0.05%
2023-05-14,LaserPecker-II1030DA,2,0.05%
2023-05-14,LaserPecker-II108CA4,2,0.05%
2023-05-14,LaserPecker-II10A1D9,2,0.05%
2023-05-14,LaserPecker-II10B50C,2,0.05%
2023-05-14,LaserPecker-II10C885,2,0.05%
2023-05-14,LaserPecker-II113DD3,2,0.05%
2023-05-14,LaserPecker-III1082E9,2,0.05%
2023-05-14,LP4-D6B365,1,0.03%
2023-05-14,LP4-D6B3F4,1,0.03%
2023-05-14,LP4-D6B44B,1,0.03%
2023-05-14,LP4-D6B47E,1,0.03%
2023-05-14,LP4-D6B4EA,1,0.03%
2023-05-14,LaserPecker-II107AF9,1,0.03%
2023-05-14,LaserPecker-II107B39,1,0.03%
2023-05-14,LaserPecker-II107FA6,1,0.03%
2023-05-14,LaserPecker-II108E1E,1,0.03%
2023-05-14,LaserPecker-II10A4A1,1,0.03%
2023-05-14,LaserPecker-II10A378,1,0.03%
2023-05-14,LaserPecker-II10F6AD,1,0.03%
2023-05-14,LaserPecker-II10F6BF,1,0.03%
2023-05-14,LaserPecker-II10F248,1,0.03%
2023-05-14,LaserPecker-III110F41,1,0.03%
2023-05-14,LaserPecker-III1115C2,1,0.03%
2023-05-14,LaserPecker-IV2377CA,1,0.03%
2023-05-14,LaserPecker-IV2377A9,1,0.03%
2023-05-14,LaserPecker-IV237827,1,0.03%
2023-05-15,LaserPecker-III110F41,12,0.33%
2023-05-15,LaserPecker-III10EB5C,10,0.27%
2023-05-15,LaserPecker-II10E819,9,0.24%
2023-05-15,LaserPecker-III110F8E,9,0.24%
2023-05-15,LaserPecker-II10AFFA,7,0.19%
2023-05-15,LaserPecker-III1112BD,7,0.19%
2023-05-15,LaserPecker-III1114BE,7,0.19%
2023-05-15,LX1-D6ADEA,6,0.16%
2023-05-15,LaserPecker-III1115C2,6,0.16%
2023-05-15,LaserPecker-III1121F7,5,0.14%
2023-05-15,LP4-D6B40E,4,0.11%
2023-05-15,LaserPecker-II10C8D9,4,0.11%
2023-05-15,LaserPecker-IV23782A,4,0.11%
2023-05-15,LX1-D6ADCE,3,0.08%
2023-05-15,LaserPecker-II10A378,3,0.08%
2023-05-15,LaserPecker-II10EA5D,3,0.08%
2023-05-15,LaserPecker-II10F18E,3,0.08%
2023-05-15,LaserPecker-IV001961,3,0.08%
2023-05-15,LaserPecker-IV2377DA,3,0.08%
2023-05-15,LP4-D6B392,2,0.05%
2023-05-15,LX1-D539D6,2,0.05%
2023-05-15,LX1-D6ADE1,2,0.05%
2023-05-15,LX1-D6ADE2,2,0.05%
2023-05-15,LX1-D6ADF1,2,0.05%
2023-05-15,LaserPecker-II1030DA,2,0.05%
2023-05-15,LaserPecker-II107B39,2,0.05%
2023-05-15,LaserPecker-II10AB6A,2,0.05%
2023-05-15,LaserPecker-II10B322,2,0.05%
2023-05-15,LaserPecker-IV001958,2,0.05%
2023-05-15,LaserPecker-IV2377F3,2,0.05%
2023-05-15,LP4-D6B36E,1,0.03%
2023-05-15,LP4-D6B379,1,0.03%
2023-05-15,LP4-D6B3EA,1,0.03%
2023-05-15,LP4-D6B428,1,0.03%
2023-05-15,LP4-D6B505,1,0.03%
2023-05-15,LX1-D539D1,1,0.03%
2023-05-15,LX1-D6AE78,1,0.03%
2023-05-15,LX1-D6AE7E,1,0.03%
2023-05-15,LX1-D6AE29,1,0.03%
2023-05-15,LaserPecker-I10B97E,1,0.03%
2023-05-15,LaserPecker-I10D309,1,0.03%
2023-05-15,LaserPecker-II1006EF,1,0.03%
2023-05-15,LaserPecker-II102BB6,1,0.03%
2023-05-15,LaserPecker-II104807,1,0.03%
2023-05-15,LaserPecker-II105B1D,1,0.03%
2023-05-15,LaserPecker-II107AF9,1,0.03%
2023-05-15,LaserPecker-II107EDB,1,0.03%
2023-05-15,LaserPecker-II10A8AB,1,0.03%
2023-05-15,LaserPecker-II10AB7D,1,0.03%
2023-05-15,LaserPecker-II10B63B,1,0.03%
2023-05-15,LaserPecker-II10C4CE,1,0.03%
2023-05-15,LaserPecker-II10C885,1,0.03%
2023-05-15,LaserPecker-II10C8C1,1,0.03%
2023-05-15,LaserPecker-II10C991,1,0.03%
2023-05-15,LaserPecker-II10E926,1,0.03%
2023-05-15,LaserPecker-II10E9F7,1,0.03%
2023-05-15,LaserPecker-III104C36,1,0.03%
2023-05-15,LaserPecker-III110EDE,1,0.03%
2023-05-15,LaserPecker-III1115BD,1,0.03%
2023-05-16,LaserPecker-II1079D2,14,0.38%
2023-05-16,LX1-D6AE45,7,0.19%
2023-05-16,LX1-D6AE97,7,0.19%
2023-05-16,LaserPecker-II10A0DC,7,0.19%
2023-05-16,LaserPecker-III1121F7,6,0.16%
2023-05-16,LaserPecker-IV23779F,6,0.16%
2023-05-16,LP4-D6B465,5,0.14%
2023-05-16,LaserPecker-II104613,5,0.14%
2023-05-16,LaserPecker-II105065,5,0.14%
2023-05-16,LaserPecker-II10AAAE,5,0.14%
2023-05-16,LaserPecker-IV2377F3,5,0.14%
2023-05-16,LP4-D6B4E1,4,0.11%
2023-05-16,LX1-D539B5,4,0.11%
2023-05-16,LaserPecker-II1038D6,4,0.11%
2023-05-16,LaserPecker-II10A680,4,0.11%
2023-05-16,LaserPecker-II10AF5A,4,0.11%
2023-05-16,LaserPecker-II10C72C,4,0.11%
2023-05-16,LaserPecker-II10C885,4,0.11%
2023-05-16,LaserPecker-II10EBB1,4,0.11%
2023-05-16,LaserPecker-III10EBA0,4,0.11%
2023-05-16,LaserPecker-III10EC0A,4,0.11%
2023-05-16,LaserPecker-III1115C2,4,0.11%
2023-05-16,LaserPecker-IV2377B0,4,0.11%
2023-05-16,LaserPecker-LX1D6ADFA,4,0.11%
2023-05-16,LaserPecker-II1041AA,3,0.08%
2023-05-16,LaserPecker-II10B908,3,0.08%
2023-05-16,LaserPecker-II10C8C1,3,0.08%
2023-05-16,LaserPecker-III110F41,3,0.08%
2023-05-16,LaserPecker-III110F8E,3,0.08%
2023-05-16,LaserPecker-IV2377A9,3,0.08%
2023-05-16,LaserPecker-IV23782A,3,0.08%
2023-05-16,LP4-D6B443,2,0.05%
2023-05-16,LP4-D6B503,2,0.05%
2023-05-16,LX1-D6ADF5,2,0.05%
2023-05-16,LX1-D6AE77,2,0.05%
2023-05-16,LaserPecker-II1046F5,2,0.05%
2023-05-16,LaserPecker-II108FCA,2,0.05%
2023-05-16,LaserPecker-II10C8D9,2,0.05%
2023-05-16,LaserPecker-II10CED9,2,0.05%
2023-05-16,LaserPecker-II10F639,2,0.05%
2023-05-16,LaserPecker-III108460,2,0.05%
2023-05-16,LaserPecker-III10EC23,2,0.05%
2023-05-16,LaserPecker-III1115BD,2,0.05%
2023-05-16,LaserPecker-III111D62,2,0.05%
2023-05-16,LaserPecker-III113C98,2,0.05%
2023-05-16,LaserPecker-IV23781E,2,0.05%
2023-05-16,LP4-D6B379,1,0.03%
2023-05-16,LP4-D6B3AD,1,0.03%
2023-05-16,LP4-D6BDAC,1,0.03%
2023-05-16,LX1-D539AD,1,0.03%
2023-05-16,LaserPecker-II1006EF,1,0.03%
2023-05-16,LaserPecker-II1030DA,1,0.03%
2023-05-16,LaserPecker-II104471,1,0.03%
2023-05-16,LaserPecker-II104BF9,1,0.03%
2023-05-16,LaserPecker-II1055AB,1,0.03%
2023-05-16,LaserPecker-II10805E,1,0.03%
2023-05-16,LaserPecker-II108CE5,1,0.03%
2023-05-16,LaserPecker-II10AFFA,1,0.03%
2023-05-16,LaserPecker-II10B322,1,0.03%
2023-05-16,LaserPecker-II10C4CE,1,0.03%
2023-05-16,LaserPecker-II10C991,1,0.03%
2023-05-16,LaserPecker-II10E8FD,1,0.03%
2023-05-16,LaserPecker-III109A6C,1,0.03%
2023-05-16,LaserPecker-III1112BD,1,0.03%
2023-05-16,LaserPecker-III11223D,1,0.03%
2023-05-16,LaserPecker-IV2377AF,1,0.03%
2023-05-16,LaserPecker-IV23782F,1,0.03%
2023-05-16,LaserPecker-LX1D6ADC5,1,0.03%
2023-05-17,LaserPecker-II10AFFA,14,0.38%
2023-05-17,LaserPecker-II10B94C,14,0.38%
2023-05-17,LP4-D6B33E,11,0.3%
2023-05-17,LaserPecker-II105065,11,0.3%
2023-05-17,LaserPecker-III1115C2,10,0.27%
2023-05-17,LaserPecker-II10C73B,9,0.24%
2023-05-17,LaserPecker-III1121F7,9,0.24%
2023-05-17,LaserPecker-IV2377F3,8,0.22%
2023-05-17,LaserPecker-II1038D6,6,0.16%
2023-05-17,LaserPecker-IV2377DA,6,0.16%
2023-05-17,LP4-D6B469,5,0.14%
2023-05-17,LaserPecker-II104A94,5,0.14%
2023-05-17,LP4-D6B465,4,0.11%
2023-05-17,LP4-D6B503,4,0.11%
2023-05-17,LaserPecker-II10EBB1,4,0.11%
2023-05-17,LaserPecker-IV2377A5,4,0.11%
2023-05-17,LaserPecker-IV23782F,4,0.11%
2023-05-17,LaserPecker-II103ED6,3,0.08%
2023-05-17,LaserPecker-II108E1E,3,0.08%
2023-05-17,LaserPecker-II10B211,3,0.08%
2023-05-17,LaserPecker-II10E3AF,3,0.08%
2023-05-17,LaserPecker-III109B20,3,0.08%
2023-05-17,LaserPecker-III11239D,3,0.08%
2023-05-17,LP4-D6B36E,2,0.05%
2023-05-17,LP4-D6B443,2,0.05%
2023-05-17,LaserPecker-II109EE6,2,0.05%
2023-05-17,LaserPecker-II10A8AB,2,0.05%
2023-05-17,LaserPecker-II10A0DC,2,0.05%
2023-05-17,LaserPecker-II10B908,2,0.05%
2023-05-17,LaserPecker-II10C4CE,2,0.05%
2023-05-17,LaserPecker-II10C6BD,2,0.05%
2023-05-17,LaserPecker-II10C757,2,0.05%
2023-05-17,LaserPecker-II10C8C1,2,0.05%
2023-05-17,LaserPecker-II10E82E,2,0.05%
2023-05-17,LaserPecker-II10E126,2,0.05%
2023-05-17,LaserPecker-II10F6BF,2,0.05%
2023-05-17,LaserPecker-III110EF4,2,0.05%
2023-05-17,LaserPecker-III1112BD,2,0.05%
2023-05-17,LaserPecker-IV001961,2,0.05%
2023-05-17,LaserPecker-IV237834,2,0.05%
2023-05-17,LP4-D6B379,1,0.03%
2023-05-17,LP4-D6B3EA,1,0.03%
2023-05-17,LP4-D6B47E,1,0.03%
2023-05-17,LP4-D6B489,1,0.03%
2023-05-17,LP4-D6B40E,1,0.03%
2023-05-17,LP4-D6C013,1,0.03%
2023-05-17,LX1-D539E3,1,0.03%
2023-05-17,LX1-D6AE44,1,0.03%
2023-05-17,LX1-D6AE25,1,0.03%
2023-05-17,LaserPecker-I110986,1,0.03%
2023-05-17,LaserPecker-II104613,1,0.03%
2023-05-17,LaserPecker-II1079D2,1,0.03%
2023-05-17,LaserPecker-II107A64,1,0.03%
2023-05-17,LaserPecker-II10AAAE,1,0.03%
2023-05-17,LaserPecker-II10CB49,1,0.03%
2023-05-17,LaserPecker-II10CC50,1,0.03%
2023-05-17,LaserPecker-II10E8FD,1,0.03%
2023-05-17,LaserPecker-II10F248,1,0.03%
2023-05-17,LaserPecker-III108460,1,0.03%
2023-05-17,LaserPecker-III10EC0A,1,0.03%
2023-05-17,LaserPecker-IV23780F,1,0.03%
2023-05-18,LaserPecker-III1121F7,18,0.49%
2023-05-18,LaserPecker-IV001961,9,0.24%
2023-05-18,LaserPecker-II10E9F7,8,0.22%
2023-05-18,LP4-D6B379,7,0.19%
2023-05-18,LaserPecker-IV23782A,7,0.19%
2023-05-18,LaserPecker-II108154,5,0.14%
2023-05-18,LaserPecker-II10E3AF,5,0.14%
2023-05-18,LaserPecker-IV2377F3,5,0.14%
2023-05-18,LP4-D6B4F0,4,0.11%
2023-05-18,LaserPecker-II10AFE8,4,0.11%
2023-05-18,LaserPecker-II10AFFA,4,0.11%
2023-05-18,LaserPecker-II10CB49,4,0.11%
2023-05-18,LaserPecker-III1115C2,4,0.11%
2023-05-18,LP4-D6B519,3,0.08%
2023-05-18,LaserPecker-I10BC39,3,0.08%
2023-05-18,LaserPecker-II104935,3,0.08%
2023-05-18,LaserPecker-II10C72C,3,0.08%
2023-05-18,LaserPecker-III111FC9,3,0.08%
2023-05-18,LaserPecker-IV00194E,3,0.08%
2023-05-18,LaserPecker-IV23779F,3,0.08%
2023-05-18,LaserPecker-IV2377A5,3,0.08%
2023-05-18,LaserPecker-IV237829,3,0.08%
2023-05-18,LaserPecker-LX1D6ADF5,3,0.08%
2023-05-18,LP4-D6B3DE,2,0.05%
2023-05-18,LP4-D6BF9F,2,0.05%
2023-05-18,LX1-D539AD,2,0.05%
2023-05-18,LaserPecker-II104613,2,0.05%
2023-05-18,LaserPecker-II10A8AB,2,0.05%
2023-05-18,LaserPecker-II10AB6A,2,0.05%
2023-05-18,LaserPecker-II10B322,2,0.05%
2023-05-18,LaserPecker-II10C4CE,2,0.05%
2023-05-18,LaserPecker-II10C885,2,0.05%
2023-05-18,LaserPecker-II10C991,2,0.05%
2023-05-18,LaserPecker-II10C9E6,2,0.05%
2023-05-18,LaserPecker-II10F6BF,2,0.05%
2023-05-18,LaserPecker-III1112FD,2,0.05%
2023-05-18,LaserPecker-III111D62,2,0.05%
2023-05-18,LaserPecker-IV23782F,2,0.05%
2023-05-18,LP4-D6B365,1,0.03%
2023-05-18,LP4-D6B4D7,1,0.03%
2023-05-18,LP4-D6B503,1,0.03%
2023-05-18,LP4-D6B5C7,1,0.03%
2023-05-18,LX1-D539C7,1,0.03%
2023-05-18,LX1-D6AE9A,1,0.03%
2023-05-18,LX1-D6AE0B,1,0.03%
2023-05-18,LaserPecker-I10D309,1,0.03%
2023-05-18,LaserPecker-II1046F5,1,0.03%
2023-05-18,LaserPecker-II104101,1,0.03%
2023-05-18,LaserPecker-II1041E3,1,0.03%
2023-05-18,LaserPecker-II104BF9,1,0.03%
2023-05-18,LaserPecker-II105065,1,0.03%
2023-05-18,LaserPecker-II107A64,1,0.03%
2023-05-18,LaserPecker-II10A98B,1,0.03%
2023-05-18,LaserPecker-II10A0DC,1,0.03%
2023-05-18,LaserPecker-II10AF5A,1,0.03%
2023-05-18,LaserPecker-II10CA40,1,0.03%
2023-05-18,LaserPecker-II10E8FD,1,0.03%
2023-05-18,LaserPecker-III108460,1,0.03%
2023-05-18,LaserPecker-III111421,1,0.03%
2023-05-18,LaserPecker-III1123E5,1,0.03%
2023-05-18,LaserPecker-III11239D,1,0.03%
2023-05-18,LaserPecker-IV2377A0,1,0.03%
2023-05-18,LaserPecker-IV2377A9,1,0.03%
2023-05-18,LaserPecker-IV23780A,1,0.03%
2023-05-18,LaserPecker-IV237814,1,0.03%
2023-05-19,LP4-D6B388,13,0.35%
2023-05-19,LaserPecker-LX1D6ADB1,12,0.33%
2023-05-19,LX1-D6ADE8,11,0.3%
2023-05-19,LaserPecker-IV001961,11,0.3%
2023-05-19,LP4-D6B38D,9,0.24%
2023-05-19,LP4-D6B3B5,9,0.24%
2023-05-19,LaserPecker-II10B0D5,9,0.24%
2023-05-19,LaserPecker-II10AB6A,8,0.22%
2023-05-19,LP4-D6B3F6,6,0.16%
2023-05-19,LaserPecker-II10AFFA,6,0.16%
2023-05-19,LaserPecker-IV237829,6,0.16%
2023-05-19,LP4-D6B34E,5,0.14%
2023-05-19,LP4-D6B3CD,5,0.14%
2023-05-19,LP4-D6B4AD,5,0.14%
2023-05-19,LP4-D6B4E9,5,0.14%
2023-05-19,LP4-D6B526,5,0.14%
2023-05-19,LaserPecker-III110F8E,5,0.14%
2023-05-19,LP4-D6B34B,4,0.11%
2023-05-19,LP4-D6B35E,4,0.11%
2023-05-19,LP4-D6B3FD,4,0.11%
2023-05-19,LX1-D539AD,4,0.11%
2023-05-19,LaserPecker-II1015F7,4,0.11%
2023-05-19,LaserPecker-II10C4CE,4,0.11%
2023-05-19,LaserPecker-II10E9F7,4,0.11%
2023-05-19,LaserPecker-III110F41,4,0.11%
2023-05-19,LaserPecker-III1115C2,4,0.11%
